Coldproof,Integrated GPS,Maximum Aperture,3D Capture,Instant Print,Minimum Flash Range - Wide,Batteries,Remote Compatible,Memory Card Included,Panorama Mode,pricematch,Total Megapixels,Software Included,Touchscreen,Image Storage Capacity,External Flash Mount,Number Of Batteries Required,Shockproof,Scene Modes,File Formats,Output(s),Image Sensor Type,Autofocus,Image Stabilization,Number Of Images Per Charge,Image Storage Type,NFC Enabled,White Balance,Touch Screen,Wi-Fi Ready,HD Movie Mode,Imaging Sensor Vertical Size,Digital Magnification,Focus Range,Image Resolution,Camera Dock,Image Stitching,DND Omega Publish,Maximum Expandable ISO,Face Detection,Imaging Sensor Size,Minimum Flash Range - Telephoto,Long Zoom,Imaging Sensor Type,ISO Settings,Tripod/Monopod Socket Size,Minimum Aperture,Cold Resistant,Shock Resistant,Varying Angle LCD,Maximum Operating Temperature,Flash Range,Number Of Memory Card Slots,Lens Features,Maximum Flash Range - Wide,Digital Zoom,Digital Camera Type,Minimum ISO,Integrated Flash,Color Category,Interface,LCD Screen Size,Maximum Flash Range - Telephoto,Additional Accessories Included,Lens Focal Length(s),Tripod Mount,Frame Rate,Internal Memory,Video Outputs,Waterproof,Brightness Control,Megapixels (Effective),Frames Per Second,Camera Full Frame Sensor,WiFi enabled,Filter Diameter,Low Light/High Sensitivity,Viewfinder Magnification,AC Adapter Compatible,Exposure Control,Tripod/Monopod Mountable,Self Timer,Wi-Fi Built-in,Memory Card Compatibility,Burst Mode,Shutter Speeds,AC Adapter,AC Adapter Included,Audio,Compatible Memory Formats,LCD Screen Features,Smile Mode,Viewfinder,HD Movie Mode Focus,Records Audio,Maximum ISO,Integrated Projector,Internal Memory Included,Computer Connectivity,Lens Mount Compatibility,ISO Equivalent,Megapixels (Total),Low-Light/High Sensitivity,Maximum Focal Length,Imaging Sensor Horizontal Size,Removable Memory Included,Minimum Focal Length,Aperture Range,Display Type,Lens,Max ISO,White Balance Modes,Camera Body Style,Water Resistant,Effective Megapixels,Batteries Included,Vista Compatible,Text Overlay,Movie Mode,Shooting Modes,Screen Resolution,PictBridge Enabled,Optical Zoom,Self-Timer,Lens Focal Length 35mm Film Equivalent,Flash Modes,Minimum Operating Temperature,Screen Size,Varying Angle Screen,Time Lapse,Orientation Sensor,In-Lens Image Stabilization,Image File Format(s),High Definition,Movie Recording Mode,Maximum Height of Shock Resistance
N/A,No,3.5 f/,N/A,No,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,None,1,N/A,N/A,N/A,N/A,CMOS,Yes,Optical,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,Wide,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Auto, ISO 100 - 6400 (expandable to 12,800)",N/A,5.6 f/,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,None,DSLR Camera with Lens,N/A,No,Black,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,58 millimeters,N/A,N/A,N/A,N/A,Yes,N/A,N/A,CompactFlash (CF)|Secure Digital|Secure Digital High Capacity (SDHC)|Secure Digital Extended Capacity (SDXC),N/A,1/8000 sec. - 30 sec.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,No,N/A,Not Applicable,N/A,N/A,N/A,55 millimeters,N/A,N/A,18 millimeters,N/A,LCD,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,18-55mm,N/A,N/A,3.2 inches,N/A,N/A,N/A,Yes,JPEG|RAW|Other,Yes,N/A,N/A
N/A,Yes,N/A,N/A,No,N/A,N/A,N/A,No,No,yes,16.6 megapixels,N/A,N/A,N/A,Other,1,N/A,N/A,N/A,NTSC|PAL,CMOS,Yes,Optical,N/A,N/A,No,N/A,No,N/A,Yes,23.9 millimeters,N/A,N/A,4928 x 3280,N/A,N/A,N/A,409600,Yes,N/A,N/A,No,N/A,"100 - 25,600 (expandable to 50 and 409,600)",6.4 millimeters,N/A,No,No,N/A,N/A,N/A,1,N/A,N/A,None,DSLR Camera Body Only,50,Yes,Black,N/A,N/A,N/A,N/A,N/A,N/A,11 frames per second,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,Yes,N/A,Yes,Yes,Adaptable,CompactFlash (CF)|XQD,Yes,1/8000 sec.; X mode: 1/250 sec.; synchronizes with shutter at 1/250 sec. or slower,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Yes,12801,No,N/A,N/A,Bayonet,N/A,N/A,N/A,N/A,36 millimeters,N/A,N/A,N/A,LCD,N/A,N/A,"2 auto, incandescent, 7 fluorescent, direct sunlight, flash, cloudy, shade, 6 preset manual and more",N/A,No,16.2 megapixels,Yes,N/A,N/A,N/A,"Auto with or without flash, portrait, landscape, child, sports, close-up and night portrait modes",N/A,Yes,None,N/A,N/A,Slow sync|Red-eye reduction|Auto|Off,N/A,3.2 inches,N/A,N/A,N/A,N/A,TIFF|RAW|Other|JPEG,Yes,Yes,N/A
N/A,No,N/A,N/A,No,N/A,N/A,N/A,No,N/A,N/A,24.7 megapixels,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,CMOS,Yes,Optical,N/A,N/A,No,N/A,Yes,N/A,N/A,N/A,N/A,N/A,6000 x 4000,N/A,N/A,N/A,25600,N/A,N/A,N/A,N/A,N/A,"Auto, 100-12,800 (expandable to 25,600)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,None,DSLR Camera Body Only,100,No,Black,N/A,N/A,N/A,"Battery pack (LP-E17), battery cover, battery charger (LC-E17), interface cable (IFC-130U), eyecup (EF), wide strap (EW-300D)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,Yes,Secure Digital|Secure Digital High Capacity (SDHC)|Secure Digital Extended Capacity (SDXC),N/A,1/4000 - 30 sec.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12800,No,No,N/A,Canon EF-S|Canon EF,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,LCD touch screen,N/A,N/A,N/A,N/A,No,24.2 megapixels,Yes,N/A,N/A,N/A,"Kids, food, candlelight, night portrait, handheld night scene, HDR backlight control",N/A,Yes,N/A,N/A,N/A,N/A,N/A,3 inches,N/A,N/A,N/A,N/A,JPEG|RAW,No,N/A,N/A
N/A,Adaptable,4 f/,N/A,Yes,N/A,N/A,N/A,No,No,yes,23.4 megapixels,EOS Digital Solution disc,N/A,N/A,Other,1,N/A,N/A,N/A,PAL|Mini HDMI|NTSC,CMOS,Yes,Optical,N/A,N/A,No,N/A,No,N/A,Yes,24 millimeters,N/A,Normal,5784 x 3861,N/A,N/A,N/A,102400,Yes,N/A,N/A,N/A,N/A,"Auto 100-25600 (in 1/3-stop or whole-stop increments), expandable to (L)50, (H)51200 and (H2)102400",N/A,4 f/,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,None,DSLR Camera with Lens,100,Yes,Black,N/A,N/A,N/A,N/A,N/A,N/A,6 frames per second,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,Yes,N/A,N/A,Yes,Yes,Secure Digital High Capacity (SDHC)|Secure Digital Extended Capacity (SDXC)|Secure Digital,Yes,"1/8000 to 1/60 sec., X-sync at 1/200 sec., 1/8000 to 30 sec. bulb",N/A,No,N/A,N/A,N/A,N/A,Optical,N/A,Yes,12801,No,N/A,N/A,Canon EF,N/A,N/A,N/A,105 millimeters,36 millimeters,N/A,24 millimeters,N/A,LCD,N/A,N/A,"Auto, daylight, shade, cloudy, tungsten light, white fluorescent light, flash and more",N/A,No,22.3 megapixels,Yes,N/A,N/A,N/A,HDR (High Dynamic Range),N/A,Yes,None,N/A,N/A,N/A,N/A,3.2 inches,N/A,N/A,Yes,N/A,JPEG|RAW|Other|MPEG-4,Yes,Yes,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,yes,N/A,Nikon ViewNX2,No,Varies,Yes,N/A,No,N/A,"JPEG; JPEG with Fine (approx. 1:4), Normal (approx. 1:8), or Basic (approx. 1:16) compression; NEF (RAW) + JPEG (image recorded in both NEF (RAW) and JPEG formats); TIFF (RGB)",N/A,N/A,N/A,N/A,N/A,Secure Digital (SD)/Secure Digital High Capacity (SDHC)/Secure Digital Expanded Capacity (SDXC),N/A,"Auto (2 types), Choose color temperature (2500K&#8211;10000K), Cloudy, Direct Sunlight, Flash, Fluorescent (7 types), Incandescent, Preset manual (up to 4 values can be stored), Shade",N/A,Yes,No,N/A,N/A,N/A,Up to 4928 x 3280,N/A,N/A,N/A,N/A,Yes,36mm x 23.9mm,N/A,N/A,CMOS,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Black,High-speed USB,"3.2""",N/A,N/A,N/A,Yes,N/A,N/A,Type C mini HDMI,No,N/A,16.2,5 - 6,N/A,N/A,N/A,N/A,N/A,N/A,Programmed auto with flexible program (P); shutter-priority auto (S); aperture-priority auto (A); manual (M),N/A,N/A,N/A,N/A,Yes,"1/4000 sec. to 4 sec in steps of 1 EV(1/4000&#8211;30 sec. in steps of 1/3 EV with main command dial), bulb, time, X200",Optional,N/A,N/A,"Secure Digital (SD) Card, Secure Digital Extended Capacity (SDXC), Secure Digital High Capacity (SDHC) Card|Secure Digital (SD) Card, Secure Digital Extended Capacity (SDXC), Secure Digital High Capacity (SDHC) Card","TFT-LCD with 921K pixels, 170&#176; wide-viewing angle and 5 brightness levels",N/A,Eye-level SLR pentaprism single-lens reflex,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"100-12800|expandable to Lo-1 (ISO 50), Hi-1 (25600), Hi-2 (51200), Hi-3 (102400), Hi-4 (ISO 204800)",16.6,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12801 and higher,N/A,Digital SLR,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,"2, 5, 10, or 20 sec.|1-9 exposures at intervals of 0.5, 1, 2, or 3 sec.",N/A,"Front curtain sync, slow sync, rear-curtain sync, red-eye reduction, red-eye reduction with slow sync, slow rear-curtain sync, Auto FP High-Speed Sync supported",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Yes,5.6 f/,N/A,No,N/A,N/A,N/A,No,No,yes,24.7 megapixels,Nikon ViewNX 2,N/A,N/A,Other,1,N/A,N/A,N/A,NTSC|PAL,CMOS,Yes,Optical,N/A,N/A,No,N/A,No,N/A,Yes,15.6 millimeters,N/A,Normal,6000 x 4000,N/A,N/A,N/A,25600,Yes,N/A,N/A,N/A,N/A,"100 - 12,800 (expandable to 25,600)",6.4 millimeters,3.5 f/,No,No,N/A,N/A,N/A,1,N/A,N/A,None,DSLR Camera with Lens,100,Yes,Gray,N/A,N/A,43 feet,N/A,N/A,N/A,5 frames per second,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,52 millimeters,Yes,N/A,Yes,N/A,Yes,Yes,Yes,Secure Digital Extended Capacity (SDXC)|Secure Digital High Capacity (SDHC)|Secure Digital,Yes,1/4000 - 30 sec. in 1/3 or 1/2 EV steps; bulb,N/A,No,N/A,N/A,N/A,N/A,Optical,N/A,Yes,12801,No,N/A,N/A,Bayonet,N/A,N/A,N/A,55 millimeters,23.5 millimeters,N/A,18 millimeters,N/A,LCD,N/A,N/A,"Auto, incandescent, fluorescent (7 types), direct sunlight, flash, cloudy, shade, preset manual",N/A,No,24.2 megapixels,Yes,N/A,N/A,N/A,"Portrait, landscape, child, sports, close-up, night portrait, night landscape, party/indoor, beach/snow, sunset, pet portrait, candlelight and more",N/A,Yes,3x,N/A,18 - 55mm,Red-eye reduction|Off|Auto|Slow sync,N/A,3.2 inches,N/A,N/A,N/A,N/A,MPEG-4|JPEG|RAW|Other,Yes,Yes,N/A
N/A,Yes,N/A,N/A,No,N/A,N/A,N/A,No,No,yes,37.1 megapixels,NikonView NX2,N/A,N/A,N/A,1,N/A,N/A,N/A,HDMI,CMOS,Yes,N/A,N/A,N/A,No,N/A,No,N/A,Yes,24 millimeters,N/A,N/A,7360 x 4912,N/A,N/A,N/A,51200,Yes,N/A,N/A,No,N/A,"64 - 12,800 (expandable to 32 and 51,200)",6.4 millimeters,N/A,No,No,N/A,N/A,N/A,1,N/A,N/A,46x,DSLR Camera Body Only,32,Yes,Black,N/A,N/A,39 feet,N/A,N/A,N/A,9 frames per second,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,Yes,N/A,No,CompactFlash (CF)|Secure Digital,Yes,1/8000 - 30 sec.; Bulb,N/A,N/A,N/A,N/A,N/A,N/A,Optical,N/A,Yes,12801,No,N/A,N/A,Bayonet,N/A,N/A,N/A,N/A,35.9 millimeters,N/A,N/A,N/A,LCD,N/A,N/A,6 presets,N/A,No,36.3 megapixels,Yes,N/A,N/A,N/A,None,N/A,Yes,None,N/A,N/A,Slow sync|Off|Red-eye reduction|Auto,N/A,3.2 inches,N/A,N/A,N/A,N/A,RAW|TIFF|MPEG-4|JPEG,Yes,Yes,N/A
N/A,Adaptable,3.5 f/,N/A,No,N/A,N/A,N/A,No,N/A,yes,24.7 megapixels,ViewNX 2,N/A,N/A,Other,1,N/A,N/A,N/A,Mini HDMI|PAL|NTSC,CMOS,Yes,None,N/A,N/A,No,N/A,No,N/A,Yes,15.4 millimeters,N/A,N/A,6016 x 4000,N/A,N/A,N/A,12800,N/A,N/A,N/A,N/A,N/A,100 - 6400; expandable to 12800,N/A,22 f/,No,No,N/A,N/A,N/A,1,N/A,N/A,None,DSLR Camera with Lens,100,Yes,Black,N/A,N/A,N/A,N/A,N/A,N/A,4 frames per second,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,Yes,Yes,Yes,Secure Digital|Secure Digital High Capacity (SDHC)|Secure Digital Extended Capacity (SDXC),N/A,"1/4,000 to 30s in steps of 1/3 EV; Bulb; Time (requires optional ML-L3 Remote Control)",N/A,N/A,N/A,N/A,N/A,N/A,Optical,N/A,N/A,6400,No,N/A,N/A,Bayonet,N/A,N/A,N/A,55 millimeters,23.2 millimeters,N/A,18 millimeters,N/A,LCD,N/A,N/A,"Auto, incandescent, fluorescent (7 types), direct sunlight, flash, cloudy, shade, preset manual, all except preset manual with fine-tuning",N/A,No,24.2 megapixels,Yes,N/A,N/A,N/A,"Live View Shooting, Movie, Scene",N/A,No,N/A,N/A,18 - 55mm,Slow sync|Red-eye reduction|Off|Auto,N/A,3 inches,N/A,N/A,N/A,N/A,RAW|JPEG,Yes,Yes,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,yes,N/A,Nikon ViewNX 2 CD-ROM,No,Varies,N/A,N/A,N/A,N/A,"Still: JPEG, NEF (RAW), NEF (RAW)+JPEG; Video: MOV (Image data: H.264/MPEG-4 advanced video coding, Audio: Linear PCM)",N/A,N/A,N/A,N/A,N/A,Secure Digital (SD)/Secure Digital High Capacity (SDHC)/Secure Digital Expanded Capacity (SDXC),N/A,"auto, incandescent, fluorescent (7 types), direct sunlight, flash, cloudy, shade, preset manual",N/A,Yes,Yes,N/A,N/A,N/A,"Up to 6,000 x 4,000",N/A,N/A,N/A,N/A,Yes,23.5mm x 15.6mm,N/A,N/A,CMOS,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Red,High-speed USB,"3.2""",N/A,N/A,N/A,N/A,N/A,N/A,Type C mini HDMI,N/A,N/A,24.2,5 - 6,N/A,N/A,N/A,N/A,N/A,N/A,"Auto (Auto), Auto Flash off, Aperture-Priority (A), Manual (M), Programmed auto with flexible program (P), Shutter-Priority, (S)Scene Modes",N/A,N/A,N/A,N/A,Yes,1/4000 to 30 sec. in steps of 1/3 or 1/2 EV,Optional,N/A,Built-in or external stereo microphone; sensitivity adjustable,N/A,"Ultra-high-resolution TFT-LCD, 170&#176; angle of view; swivels 180&#176;",N/A,Eye-level pentamirror single-lens reflex with approximately 95% horizontal and vertical frame coverage; 0.82x magnification,Auto Focus,N/A,N/A,N/A,N/A,N/A,N/A,"100 - 12,800 (expandable to 25,600)",24.78,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12801 and higher,N/A,Digital SLR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,No,2.8 f/,N/A,No,N/A,N/A,N/A,No,Yes,yes,24.7 megapixels,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,CMOS,Yes,Optical,N/A,N/A,Yes,N/A,No,N/A,Yes,15.6 millimeters,N/A,N/A,6000 x 4000,N/A,N/A,N/A,25600,Yes,N/A,N/A,No,N/A,"Auto, 100-25,600 (extended mode: 50-25,600)",6.4 millimeters,2.8 f/,No,No,N/A,N/A,N/A,1,N/A,N/A,None,DSLR Camera with Lens,50,Yes,Black,N/A,N/A,39.4 feet,N/A,N/A,N/A,12 frames per second,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,Yes,N/A,Yes,N/A,No,Memory Stick PRO-HG Duo|Secure Digital High Capacity (SDHC)|Secure Digital Extended Capacity (SDXC)|Secure Digital|Memory Stick PRO Duo,Yes,"Still images: 1/8000 - 30 sec., bulb; Movies: 1/8000 - 1/4 sec. (1/3 step), up to 1/60 sec. in AUTO mode, up to 1/30 sec. in auto slow shutter mode",N/A,Yes,N/A,N/A,N/A,N/A,Electronic,N/A,N/A,12801,No,N/A,Windows|Mac,Sony A-Mount,N/A,N/A,N/A,50 millimeters,23.5 millimeters,N/A,16 millimeters,N/A,LCD,N/A,N/A,"Auto, daylight, shade, cloudy, incandescent, fluorescent and more",N/A,No,24.3 megapixels,Yes,N/A,N/A,N/A,None,N/A,No,N/A,N/A,16 - 50mm,Off|Auto|Red-eye reduction|Slow sync,N/A,3 inches,N/A,N/A,N/A,N/A,JPEG,Yes,Yes,N/A
N/A,Adaptable,3.5 f/,N/A,Yes,N/A,N/A,N/A,No,N/A,yes,20.9 megapixels,EOS Digital Solution disk and software instruction manual CD,N/A,N/A,Other,1,N/A,N/A,N/A,N/A,CMOS,Yes,N/A,N/A,N/A,No,N/A,Yes,N/A,Yes,15 millimeters,N/A,N/A,N/A,N/A,N/A,N/A,25600,Yes,N/A,N/A,N/A,N/A,"Auto: 100-6400; Manual: 100-12,800 (expandable to 25,600) (still); 100-6400 (expandable to 12,800) (video)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,None,DSLR Camera with Lens,100,Yes,Black,N/A,N/A,39.4 feet,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,Yes,Secure Digital,Yes,"1/8000 sec to 30 sec, X-sync at 1/250 sec. (total shutter speed range; available range varies by shooting mode",N/A,N/A,N/A,N/A,N/A,N/A,Optical,Auto Focus,N/A,12800,No,N/A,N/A,Canon EF,N/A,N/A,N/A,135 millimeters,22.5 millimeters,N/A,18 millimeters,N/A,LCD,N/A,N/A,N/A,N/A,No,20.2 megapixels,N/A,N/A,N/A,N/A,"Scene Intelligent Auto, creative auto, landscape, close-up, sports, special scene modes (night portrait, HDR backlight control), and more",N/A,Yes,N/A,N/A,N/A,Auto,N/A,3 inches,N/A,N/A,Yes,N/A,JPEG,Yes,No,N/A
N/A,No,N/A,N/A,No,N/A,N/A,N/A,No,N/A,yes,53.0 megapixels,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,CMOS,Yes,N/A,N/A,N/A,No,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12800,N/A,N/A,N/A,N/A,N/A,"Auto, 100-6400, L (50), H (12,800)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,None,DSLR Camera Body Only,100,No,Black,N/A,N/A,N/A,"Battery (LP-E6N), battery charger (LC-E6), interface cable (IFC-150U II), eyecup, wide strap",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,No,CompactFlash (CF)|Secure Digital|Secure Digital High Capacity (SDHC)|Secure Digital Extended Capacity (SDXC),N/A,1/8000 - 30 sec.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6400,No,N/A,Windows,Not Applicable,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,LCD,N/A,N/A,N/A,N/A,No,50.6 megapixels,Yes,N/A,N/A,N/A,"Kids, food, candlelight, night portrait, handheld night scene, HDR backlight control",N/A,Yes,None,N/A,N/A,N/A,N/A,3.2 inches,N/A,N/A,N/A,N/A,JPEG|RAW,Yes,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,No,N/A,N/A,No,N/A,N/A,N/A,No,N/A,yes,53.0 megapixels,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,CMOS,Yes,N/A,N/A,N/A,No,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12800,N/A,N/A,N/A,N/A,N/A,"Auto, 100-6400, L (50), H (12,800)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,None,DSLR Camera Body Only,100,No,Black,N/A,N/A,N/A,"Battery (LP-E6N), battery charger (LC-E6), interface cable (IFC-150U II), eyecup, wide strap",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,No,CompactFlash (CF)|Secure Digital|Secure Digital High Capacity (SDHC)|Secure Digital Extended Capacity (SDXC),N/A,1/8000 - 30 sec.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6400,No,N/A,Windows,Not Applicable,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,LCD,N/A,N/A,N/A,N/A,No,50.6 megapixels,Yes,N/A,N/A,N/A,"Kids, food, candlelight, night portrait, handheld night scene, HDR backlight control",N/A,Yes,None,N/A,N/A,N/A,N/A,3.2 inches,N/A,N/A,N/A,N/A,JPEG|RAW,Yes,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
