Standardized Width,Burner 4 Rating,Oven Window,Hot Surface Indicator(s),Cooktop Style,Power-On Indicator Light(s),Racks (Number of),Keep Warm Setting,Number of Ovens,Burner 1 Rating,ENERGY STAR Certified,Watt Range,Steam Cleaning,Burner BTU Rating,Oven2 Location,Time Bake,Height with Backsplash (in.),Gas Connector Included,Child Lock,Oven2 Capacity,"Color, Cooktop Surface",Hidden Bake,"Color, Side Cabinet",Burner 3 Rating,Burner 2 Rating,pricematch,Oven Light,Griddle Included,Estimated Annual Electricity Use,Number Of Oven Racks,Sealed Burners,Double Oven,Oven1 Capacity,Specialty Element(s),Bridge Element,Delay Bake Option,Cooktop Surface Color,Sabbath Mode,Self-Cleaning,Drawer type,Oven Cleaning Method,Oven1 Window,Fuel Type,Oven Convection,Oven Capacity (cu. ft.),"Heating Element ""On"" Indicator Light",Delay Clean Option,Side Cabinet Color,Motion Activated Controls,Propane (LP) Convertible,Grate Material,Control Type,ADA Compliant,Element Wattage,ENERGY STAR Qualified,Clock Display Type,Assembly Required,Hidden Bake Element,Estimated Annual Operating Cost,Broiler Location,Number Of Burners,Number of Gliding Oven Racks,"Power Source, Oven",Number Of Units,Simmer Burner,Clock Display,Propane Conversion Kit Included,Power Source,Specialty Burner(s),Range Type,Burners (Number of),Number Of Oven Rack Positions,Dishwasher-Safe Grates,Broiler Burner Rating,Cooktop Surface Type,Oven Door Color,Power Cord Included,Oven1 Location,Variable Broil,Voltage,Convection,Oven2 Cleaning Method,Burner 5 Rating,Hot Surface Indicator Light,Amperage,Control Location,Ignition Type,Built-In,Induction,Thermostat Control,Color Category,"Color, Oven Door",Single/Double Oven,Digital Display,Range Power Source,Oven Capacity,Burner 6 Rating,Warming Drawer,Additional Accessories Included,Oven1 Cleaning Method,Oven2 Convection,Electronic Ignition,UL Listed,Number Of Elements,Oven1 Convection,Oven2 Window
30 inches,15000 british thermal units,Yes,Yes,N/A,N/A,N/A,N/A,N/A,17000 british thermal units,No,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,9500 british thermal units,5000 british thermal units,yes,Yes,N/A,N/A,3,Yes,N/A,N/A,N/A,N/A,N/A,Black,Yes,N/A,N/A,Self-cleaning,N/A,N/A,Yes,N/A,N/A,N/A,Gray,N/A,N/A,Cast iron,Electronic,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Oven,4,N/A,N/A,1,N/A,N/A,N/A,N/A,None,Slide-In,N/A,N/A,Yes,17000 british thermal units,Grate,Silver,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Electric,Yes,No,N/A,Silver,N/A,Single Oven,N/A,Gas,4.5 cubic feet,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,Electric smoothtop,N/A,2,N/A,N/A,N/A,No,1200 - 3000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Black,N/A,N/A,N/A,N/A,yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Yes,N/A,N/A,N/A,Electric,N/A,4.4,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Drop-in,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Stainless/Stainless look,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30 inches,9500 british thermal units,Yes,N/A,N/A,N/A,N/A,N/A,N/A,17000 british thermal units,No,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,9500 british thermal units,14000 british thermal units,yes,Yes,N/A,N/A,2,No,N/A,N/A,N/A,N/A,N/A,Black,No,N/A,N/A,Self-cleaning,N/A,N/A,Yes,N/A,N/A,N/A,Black,N/A,N/A,Cast iron,Electronic,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Oven,5,N/A,N/A,1,N/A,N/A,N/A,N/A,Simmer,Freestanding,N/A,N/A,N/A,N/A,Grate,Black,N/A,N/A,N/A,N/A,N/A,N/A,5000 british thermal units,N/A,N/A,N/A,Electric,No,No,N/A,Black,N/A,Single Oven,N/A,Gas,5.7 cubic feet,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,Yes,N/A,Electric coil,N/A,2,N/A,N/A,N/A,No,1500 - 2600,N/A,N/A,N/A,N/A,47,N/A,N/A,N/A,Bisque,N/A,Bisque,N/A,N/A,yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,No,Storage,N/A,N/A,Electric,N/A,5,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Electric,N/A,No,N/A,N/A,N/A,N/A,Freestanding,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Bisque/Biscuit,Bisque,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30 inches,9500 british thermal units,Yes,Yes,N/A,N/A,N/A,N/A,N/A,17000 british thermal units,No,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,5000 british thermal units,12000 british thermal units,yes,Yes,N/A,N/A,2,Yes,N/A,N/A,N/A,N/A,N/A,Gray,Yes,N/A,N/A,Self-cleaning,N/A,N/A,No,N/A,N/A,N/A,Gray,N/A,N/A,Cast iron,LED display with touchscreen controls,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Oven,5,N/A,N/A,1,N/A,N/A,N/A,N/A,Simmer,Freestanding,N/A,N/A,Yes,17000 british thermal units,Other,Silver,No,N/A,N/A,N/A,N/A,N/A,8000 british thermal units,N/A,N/A,N/A,Electric,No,No,N/A,Silver,N/A,Single Oven,N/A,Gas,5.0 cubic feet,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30 inches,9500 british thermal units,Yes,No,N/A,N/A,N/A,N/A,N/A,19000 british thermal units,No,N/A,N/A,N/A,N/A,N/A,N/A,No,Yes,N/A,N/A,N/A,N/A,10000 british thermal units,11000 british thermal units,yes,Yes,Yes,N/A,3,Yes,N/A,N/A,N/A,N/A,N/A,Gray,Yes,N/A,N/A,Self-cleaning,N/A,N/A,Yes,N/A,N/A,N/A,Gray,N/A,Yes,Cast iron,Touch,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,1,N/A,N/A,N/A,N/A,"Tri-ring burner, oval burner, precise simmer burner",Freestanding,N/A,N/A,No,13500 british thermal units,Grate,Silver,Yes,N/A,N/A,N/A,N/A,N/A,5000 british thermal units,N/A,N/A,Rear panel,Electric,N/A,No,N/A,Silver,N/A,Single Oven,N/A,Gas,5.6 cubic feet,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,Yes,N/A,Electric smoothtop,N/A,3,N/A,N/A,N/A,No,N/A,Yes,N/A,N/A,N/A,47,N/A,N/A,N/A,Black,N/A,N/A,N/A,N/A,yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Yes,Storage,N/A,N/A,Electric,N/A,5.3,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Electric,N/A,No,N/A,N/A,N/A,N/A,Freestanding,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Stainless/Stainless look,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,Electric smoothtop,N/A,3,N/A,N/A,N/A,No,800 - 2500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Yes,Warming,N/A,N/A,Electric,N/A,4.1,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,Slide-in,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Stainless/Stainless look,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,Yes,Yes,N/A,Yes,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,yes,Yes,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,Black,Yes,N/A,N/A,Self-cleaning,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Electronic,N/A,3240,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,Slide-In,N/A,N/A,N/A,N/A,Smoothtop,Silver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,Silver,N/A,Single Oven,N/A,Electric,4.1 cubic feet,N/A,No,N/A,N/A,N/A,N/A,N/A,4,N/A,N/A
30 inches,9100 british thermal units,Yes,Yes,N/A,N/A,N/A,N/A,N/A,9100 british thermal units,No,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,9100 british thermal units,9100 british thermal units,yes,Yes,N/A,N/A,2,No,N/A,N/A,N/A,N/A,N/A,White,No,N/A,N/A,Manual,N/A,N/A,No,N/A,N/A,N/A,White,N/A,N/A,Porcelain,Analog,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Drawer,4,N/A,N/A,1,N/A,N/A,N/A,N/A,None,Freestanding,N/A,N/A,Yes,9100 british thermal units,Other,White,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Electric,No,No,N/A,White,N/A,Single Oven,N/A,Gas,4.8 cubic feet,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,Electric smoothtop,N/A,2,N/A,N/A,N/A,No,1200 - 3000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,White,N/A,White,N/A,N/A,yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Yes,N/A,N/A,N/A,Electric,N/A,4.4,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Drop-in,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,White,White,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,Yes,N/A,Electric coil,N/A,2,N/A,N/A,N/A,No,1500 - 2600,N/A,N/A,N/A,N/A,47,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,Storage,N/A,N/A,Electric,N/A,5,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Freestanding,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,Black,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30 inches,N/A,Yes,Yes,N/A,Yes,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,Yes,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,yes,Yes,N/A,N/A,3,N/A,N/A,N/A,"Bridge, warming zone",Yes,Yes,White,Yes,N/A,N/A,Self-cleaning,N/A,N/A,Yes,N/A,N/A,Yes,White,N/A,N/A,N/A,Touch,N/A,3600,N/A,N/A,N/A,Yes,N/A,Oven,N/A,N/A,N/A,1,N/A,Yes,N/A,N/A,N/A,Freestanding,N/A,6,N/A,N/A,Ceramic,White,No,N/A,N/A,240 volts,N/A,N/A,N/A,N/A,40 amperes,Rear panel,N/A,N/A,No,N/A,White,N/A,Single Oven,Yes,Electric,5.3 cubic feet,N/A,Yes,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A
30 inches,N/A,Yes,No,N/A,Yes,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,yes,N/A,N/A,N/A,2,N/A,N/A,N/A,None,N/A,N/A,White,No,N/A,N/A,Manual,N/A,N/A,No,N/A,N/A,N/A,White,N/A,N/A,N/A,Electronic,N/A,2100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,Yes,N/A,N/A,N/A,Freestanding,N/A,6,N/A,N/A,Coil,White,N/A,N/A,N/A,240 volts,N/A,N/A,N/A,N/A,40 amperes,N/A,N/A,N/A,No,N/A,White,N/A,Single Oven,N/A,Electric,5.0 cubic feet,N/A,No,N/A,N/A,N/A,N/A,N/A,4,N/A,N/A
30 inches,9500 british thermal units,N/A,Yes,N/A,N/A,N/A,N/A,N/A,19000 british thermal units,No,N/A,N/A,N/A,Upper,N/A,N/A,No,N/A,2.5 cubic feet,N/A,N/A,N/A,5000 british thermal units,11000 british thermal units,yes,Yes,N/A,N/A,N/A,Yes,N/A,4.3 cubic feet,N/A,N/A,N/A,Silver,Yes,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,Gray,N/A,N/A,Cast iron,Electronic,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Oven,5,N/A,N/A,1,N/A,N/A,N/A,N/A,Simmer,Freestanding,N/A,N/A,Yes,19000 british thermal units,Grate,Silver,Yes,Lower,N/A,N/A,N/A,Self-cleaning,10000 british thermal units,N/A,N/A,N/A,Electric,No,No,N/A,Silver,N/A,Double Oven,N/A,Gas,N/A,N/A,No,N/A,Self-cleaning,Yes,N/A,N/A,N/A,Yes,Yes
30 inches,9500 british thermal units,Yes,Yes,N/A,N/A,N/A,N/A,N/A,17000 british thermal units,No,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,5000 british thermal units,12000 british thermal units,yes,Yes,N/A,N/A,2,Yes,N/A,N/A,N/A,N/A,N/A,White,Yes,N/A,N/A,Self-cleaning,N/A,N/A,Yes,N/A,N/A,N/A,White,N/A,N/A,Cast iron,Electronic,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Oven,5,N/A,N/A,1,N/A,N/A,N/A,N/A,Simmer,Freestanding,N/A,N/A,Yes,17000 british thermal units,Grate,White,Yes,N/A,N/A,N/A,N/A,N/A,8000 british thermal units,N/A,N/A,N/A,Electric,No,No,N/A,White,N/A,Single Oven,N/A,Gas,5.6 cubic feet,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,Yes,N/A,Electric coil,N/A,2,N/A,N/A,N/A,No,1500 - 2600,N/A,N/A,N/A,N/A,47,N/A,N/A,N/A,White,N/A,White,N/A,N/A,yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,Storage,N/A,N/A,Electric,N/A,5,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Freestanding,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,White,White,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30 inches,9500 british thermal units,Yes,N/A,N/A,N/A,N/A,N/A,N/A,17000 british thermal units,No,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,9500 british thermal units,14000 british thermal units,yes,Yes,N/A,N/A,2,No,N/A,N/A,N/A,N/A,N/A,Black,No,N/A,N/A,Self-cleaning,N/A,N/A,Yes,N/A,N/A,N/A,White,N/A,N/A,Cast iron,Electronic,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Oven,5,N/A,N/A,1,N/A,N/A,N/A,N/A,Simmer,Freestanding,N/A,N/A,N/A,N/A,Grate,White,N/A,N/A,N/A,N/A,N/A,N/A,5000 british thermal units,N/A,N/A,N/A,Electric,No,No,N/A,White,N/A,Single Oven,N/A,Gas,5.7 cubic feet,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,Yes,N/A,Electric smoothtop,N/A,2,N/A,N/A,N/A,No,80 - 3000,N/A,N/A,N/A,N/A,47,N/A,N/A,N/A,White,N/A,White,N/A,N/A,yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Yes,Storage,N/A,N/A,Electric,N/A,5.3,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Electric,N/A,No,N/A,N/A,N/A,N/A,Freestanding,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,White,White,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30 inches,5000 british thermal units,N/A,Yes,N/A,N/A,N/A,N/A,N/A,11000 british thermal units,No,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,9100 british thermal units,15000 british thermal units,yes,Yes,N/A,N/A,2,Yes,N/A,N/A,N/A,N/A,N/A,White,Yes,N/A,N/A,Self-cleaning,N/A,N/A,No,N/A,N/A,N/A,White,N/A,N/A,Cast iron,Electronic,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,N/A,N/A,1,N/A,N/A,N/A,N/A,Simmer,Slide-In,N/A,N/A,Yes,15000 british thermal units,Other,White,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Electric,Yes,No,N/A,White,N/A,Single Oven,N/A,Gas,5.6 cubic feet,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,Yes,N/A,Yes,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,Upper,N/A,N/A,N/A,N/A,2.2 cubic feet,N/A,N/A,N/A,N/A,N/A,yes,Yes,N/A,N/A,N/A,N/A,N/A,4.4 cubic feet,N/A,N/A,N/A,Black,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Touch,N/A,3000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,Freestanding,N/A,N/A,N/A,N/A,Smoothtop,N/A,N/A,Lower,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,No,N/A,Silver,N/A,Double Oven,N/A,Electric,N/A,N/A,No,N/A,N/A,No,N/A,N/A,5,No,N/A
20 inches,9100 british thermal units,No,Yes,N/A,N/A,N/A,N/A,N/A,9100 british thermal units,Yes,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,9100 british thermal units,9100 british thermal units,yes,No,N/A,N/A,2,No,N/A,N/A,N/A,N/A,N/A,White,No,N/A,N/A,Manual,N/A,N/A,No,N/A,N/A,N/A,White,N/A,N/A,N/A,Electromechanical,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Drawer,4,N/A,N/A,1,N/A,N/A,N/A,N/A,None,Freestanding,N/A,N/A,Yes,9100 british thermal units,Grate,White,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Electric,No,No,N/A,White,N/A,Single Oven,N/A,Gas,2.4 cubic feet,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,Yes,N/A,Gas,N/A,2,N/A,N/A,N/A,No,N/A,N/A,"One 12,000 BTU; three 9,500 BTU",N/A,N/A,47,N/A,N/A,N/A,Black,N/A,Black,N/A,N/A,yes,Yes,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,No,No,Broiler,N/A,N/A,Gas,N/A,4.2,N/A,N/A,N/A,N/A,N/A,Painted steel,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Drawer,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,Freestanding,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Black,Black,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A
N/A,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,yes,Yes,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,Self-cleaning,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Touch,N/A,4500,N/A,N/A,N/A,N/A,N/A,Oven,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,Freestanding,N/A,N/A,N/A,N/A,Smoothtop,Silver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,No,N/A,Silver,N/A,Single Oven,N/A,Electric,6.2 cubic feet,N/A,Yes,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A
N/A,N/A,N/A,No,N/A,No,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,Upper,N/A,N/A,N/A,N/A,2.5 cubic feet,N/A,N/A,N/A,N/A,N/A,yes,Yes,N/A,N/A,N/A,N/A,N/A,4.2 cubic feet,N/A,N/A,N/A,Black,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Black,N/A,N/A,N/A,Touch,N/A,3200,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,Freestanding,N/A,N/A,N/A,N/A,Smoothtop,Silver,N/A,Lower,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,No,N/A,Silver,N/A,Double Oven,N/A,Electric,N/A,N/A,No,N/A,N/A,Yes,N/A,N/A,5,Yes,N/A
N/A,N/A,Yes,N/A,Electric smoothtop,N/A,3,N/A,N/A,N/A,No,120 - 2100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Black,N/A,Textured Stainless-Steel,N/A,N/A,yes,Yes,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,Yes,Yes,Broiler,N/A,N/A,Electric,N/A,5.4 (upper); 1.0 (lower),Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,Freestanding,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Stainless/Stainless look,Stainless-Steel,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30 inches,9500 british thermal units,Yes,Yes,N/A,N/A,N/A,N/A,N/A,16000 british thermal units,No,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,9500 british thermal units,15000 british thermal units,yes,Yes,N/A,N/A,3,Yes,N/A,N/A,N/A,N/A,N/A,Silver,Yes,N/A,N/A,Self-cleaning,N/A,N/A,Yes,N/A,N/A,N/A,Silver,N/A,N/A,Cast iron,Electronic,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Oven,5,N/A,N/A,1,N/A,N/A,N/A,N/A,Simmer,Freestanding,N/A,N/A,Yes,16000 british thermal units,Grate,Silver,Yes,N/A,N/A,N/A,N/A,N/A,5000 british thermal units,N/A,N/A,N/A,Electric,No,No,N/A,Silver,N/A,Single Oven,N/A,Gas,5.4 cubic feet,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30 inches,8000 british thermal units,Yes,No,N/A,N/A,N/A,N/A,N/A,18000 british thermal units,No,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,9500 british thermal units,15000 british thermal units,yes,Yes,N/A,N/A,3,Yes,N/A,N/A,N/A,N/A,N/A,Silver,Yes,N/A,N/A,Self-cleaning,N/A,N/A,Yes,N/A,N/A,N/A,Black,N/A,N/A,Cast iron,Electromechanical,N/A,N/A,N/A,N/A,N/A,Yes,N/A,Oven,5,N/A,N/A,1,N/A,N/A,N/A,N/A,Simmer,Freestanding,N/A,N/A,Yes,11000 british thermal units,Other,Silver,No,N/A,N/A,N/A,N/A,N/A,5000 british thermal units,N/A,N/A,N/A,Electric,No,No,N/A,Silver,N/A,Single Oven,N/A,Gas,5.8 cubic feet,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30 inches,5000 british thermal units,N/A,Yes,N/A,N/A,N/A,N/A,N/A,11000 british thermal units,No,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,9100 british thermal units,15000 british thermal units,yes,Yes,N/A,N/A,2,Yes,N/A,N/A,N/A,N/A,N/A,Black,Yes,N/A,N/A,Self-cleaning,N/A,N/A,No,N/A,N/A,N/A,Black,N/A,N/A,Cast iron,Electronic,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,N/A,N/A,1,N/A,N/A,N/A,N/A,Simmer,Slide-In,N/A,N/A,Yes,15000 british thermal units,Other,Black,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Electric,Yes,No,N/A,Black,N/A,Single Oven,N/A,Gas,5.6 cubic feet,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30 inches,9100 british thermal units,No,Yes,N/A,N/A,N/A,N/A,N/A,9100 british thermal units,No,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,9100 british thermal units,9100 british thermal units,yes,No,N/A,N/A,2,No,N/A,N/A,N/A,N/A,N/A,Black,No,N/A,N/A,Manual,N/A,N/A,No,N/A,N/A,N/A,Black,N/A,N/A,Metal,Electronic,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Drawer,4,N/A,N/A,1,N/A,N/A,N/A,N/A,None,Freestanding,N/A,N/A,Yes,9100 british thermal units,Grate,Black,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Electric,No,No,N/A,Black,N/A,Single Oven,N/A,Gas,4.8 cubic feet,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
